"","name","category","review.point","price","currency","description"
"58","GlenDronach Grandeur, 31 year old, 45.8%","Single Malt Scotch","94","700.00","$","The new ultra-mature release, following its 33 year old predecessor (bottled by previous owners). It’s nice to see the higher ABV, given that the 33 year old was only 40%. Very soothing. Quite deep on the nose and viscous (almost sappy) on the palate, with gobs of juicy oak and old oak (its age is obvious but not imposing), dark raisin, black raspberry, orange marmalade, roasted nuts, and freshly roasted coffee beans. All of this is peppered with cinnamon, ginger, and charcoal. Polished leather on the finish. I like that it’s sherried, and the sherry is kept in balance. Those of you who liked the 33 year old will also enjoy this one (assuming you can afford it)."
"59","Glenfarclas Family Casks 1987 Cask #3829, 48%","Single Malt Scotch","94","387","$","This is the bomb. Savory and lightly meaty, but sweetened by plum sauce; there’s even some strawberry around the fringes. You could see how with another 30 years this would end up like the ’54. Elegant yet powerful, there’s sandalwood incense, marmalade, even a little dried mango. The distillery’s density is balanced by this fruit. Lush with supple tannins and at its best neat. From a refill butt, this is an exemplary sherried malt. £230"
"60","Glengoyne, 40 year old, 45.9%","Single Malt Scotch","94","5730.00","$","Aged in sherry butts, which is a departure from some of the older Glengoyne vintage samples I have which show more bourbon barrel characteristics. It is a very fruity, spicy, textural dram, with spiced apple, red raspberry, strawberry, plum, golden raisin, fried plantain, and creme brulee. Good grip on the finish, with grape stems and warming spice (cinnamon, cracked peppercorn, and clove). I love the balance on this whisky. It has aged very gracefully. (Limited to 250 bottles worldwide.)"
"61","Glenmorangie Astar 2017, 52.5%","Single Malt Scotch","94","100","$","The first bottling of Astar was released in 2008. The 2017 release was matured in casks made of oak from Missouri’s Ozark Mountains. The nose is floral, with rosehips, orange blossom, and milk chocolate-coated Turkish delight. Honey and citrus notes follow. Voluptuous on the palate; sweet, even sugary fresh fruit notes, plus vanilla, cinnamon, and cloves. Drying from coconut to plain chocolate in the lengthy finish. Extremely accomplished. (Individual reviewer rating: 93)"
"62","Highland Park, 34 year old, 1971 vintage (Cask #8363), 53%","Single Malt Scotch","94","325.00","$","Rummy molasses and toffee sweetness intertwine with roasted nuts and bright, juicy fruit. Suggestions of fig, lavender, leather, and tobacco throughout, with a hint of peat and polished oak on the finish. Not quite as refined as the Highland Park 18 year old, but it makes up for this with its dynamic personality. A delicious ultra-mature, sherry cask-aged whisky. (A Binny’s Beverage Depot exclusive.) 
"
"63","Highland Park, Cask #7957, 1977 vintage, 29 year old, 48.5%","Single Malt Scotch","94","300.00","$","A delicious, well-balanced, ultra-matured expression of Highland Park. Toffee apples, molasses, and vanilla fudge provide a sweet foundation, with evolving notes of dark chocolate, dry spicy oak, tobacco, subtle smoke, and lingering brine on the finish. Nicely done. (Bottled for Old Oaks Cigar & Wine Company) 
"
"64","Highland Park, 32 year old, 1973 Vintage, Cask #8375, 41.3%","Single Malt Scotch","94","350.00","$","An essay in elegance. Silky and soft in texture, and very clean. Notes of peaches and cream, vanilla wafer, soft honey and fruit gum drops. Subtler notes of tropical fruit (pineapple, lemon, coconut), demerara sugar, heather, and anise. Polished oak adds structure and contrast, with a very elegant finish. Hard to believe this whisky is 32 years old. It's lighter and more elegant than the equally splendid Highland Park 30 year old, which I rated a 94 in the last issue. (Bottled exclusively for Park Avenue Liquors.)"
"65","Highland Park 30 Year Old, 48.1%","Single Malt Scotch","94","350.00","$","An exemplary Highland Park. There's certainly plenty of sherry influence in this whisky and it is complementary. (About 2/3 of the whisky was aged on sherry casks, and a lot of these casks were second fill.) The whisky enjoys a delicious foundation of toffee, fruit (lemon, plum, blueberries) and dark chocolate. It continues to develop and evolve on the palate, with emerging notes of heather, nougat, lavender, delicate peat and complex dried spice (especially cinnamon and nutmeg) to balance the sweeter notes. The extra alcohol is also a bonus, providing a drying balance to the whisky's sweetness. Whiskies like this one remind me why I fell in love with whisky in the first place."
"66","Highland Park, 1964 vintage, 42.2%","Single Malt Scotch","94","6088.00","$","A marriage of two casks (refill hogsheads). Significantly darker in color than the 1968 vintage. Darker (and more serious) in personality, too. Red berries (strawberry, raspberry), rhubarb, plum, oak sap, vanilla bean, smoldering peat, coffee grounds, toasted almond, and dusty malt. The finish is long and contemplative, with notes of polished leather, juicy oak, and telicherry peppercorns. £3,750"
"67","Highland Park, 1970 vintage, 48%","Single Malt Scotch","94","3500.00","$","This limited edition bottling consists of a marriage of both European and American oak. Still lively for its age, and beautifully balanced. Bountiful golden fruit (sultana, pineapple upside down cake, tangerine, overripe nectarine) balanced by soothing, creamy vanilla. A peppering of dried spice, chamomile tea, toasted oak, cigar box, and subtle smoke round out the palate. Soft and seductive. (Not available in the U.S.)£2,250"
"68","Highland Park 18 Year Old, 43%","Single Malt Scotch","94","112.00","$","Introduced to the Highland Park portfolio in 1997. Gentle peat, soft toffee, floral notes, and honey on the beautifully fragrant nose.  Superbly balanced on the velvety palate, with brittle toffee, stewed fruits, peat, honey, and a hint of coffee. Smoke and more toffee mingle in the long, elegant finish. "
"69","Lagavulin 12 year old, 56.5%","Single Malt Scotch","94","109.00","$","There’s precious little reticence about this beast, which leaps out of the glass blowing peat smoke everywhere — then comes raffia, Lapsang Souchong tea, seashore, wet rocks, Elastoplast, talcum powder, bog myrtle (laurel), vetiver, and the aromas of a just-expunged peat bonfire with apples baking on it. Huge and complex, in other words.
The palate starts with a fug of smoke being belched at you (non-peat freaks look away, now) then distinct saltiness enlivens the tongue before everything plunges down; intense sweetness takes charge for a moment before it shifts into charred creosoted timbers. 
This begs for some water, and when it’s added, out comes sandalwood and peat smoke and tar and an orris root-like character — it’s not often I get gin-like notes on Lagavulin, but it’s here — which rolls over you as you roll over and succumb to its power. After this year’s sublime distillery-only bottling, it’s clear that Lagavulin is in a real purple patch. Superb. "
"70"," Lagavulin 12 year old (Diageo Special Releases 2017), 56.5%","Single Malt Scotch","94","130","$","This is the 15th Special Releases bottling of Lagavulin 12 year old. Matured in refill American oak hogsheads. The nose is smoky, with kippers, charcuterie, and bonfire embers, offset by berry fruits. On the unctuous palate, smoke blends with vanilla, green apples, and licorice, plus pepper and sea salt. Peppery, ashy peat in the lengthy finish. (Individual reviewer rating: 91)"
"71","Laphroaig Triple Wood, 48%","Single Malt Scotch","94","100.00","$","This is the first time I’ve been up for reviews here so I had a game plan: play it cool, mark tightly, let everyone know I’m hard to please. Then they gave me this, the whisky equivalent to front row tickets to Neil Young on his current Twisted Road tour: not just a chance to get up close and personal with an old favorite, but to do so with an old favorite who’s on fire. Laphroaig’s owners are intent on ensuring a big peaty engine for any new release, but this is a monster by anyone’s standards. It’s essentially Quarter Cask finished in oloroso sherry casks, so in addition to the intense charcoal smoke attack there are rich fruity notes; blackcurrant and berries. It’s an evening barbecue whisky. Grill that fish until it’s blackened and crispy, drizzle on lemon, and as the smoke rears up in protest, sip this. Big, moody, broody, fruity, and rich: what’s not to love? (Travel Retail and some European specialist retailers.) – (Dominic Roskrow)"
"72","The Macallan Fine Oak, 17 year old, 43%","Single Malt Scotch","94","120.00","$","Another of the Fine Oak series (aged in both bourbon and sherry casks), which will debut in the U.S. in March. Of the five Fine Oak expressions that will be in the U.S. (10, 15, 17, 21, and 30 year old), this is my favorite, slightly besting the 15 year old. Lovely sweet notes (creamy vanilla, light toffee, marshmallow, shortbread, and a kiss of honey) are accompanied by bright fruit (multi-layered citrus) and potpourri of dried spices, along with a hint of nut and wisp of smoke. A very refined and sophisticated whisky. 
"
"73","The Macallan 1824 Limited Release, 48%","Single Malt Scotch","94","1900.00","$","Antique amber. The darkest and most decadent of the four. Quite viscous and soothing, with well-layered notes of apple pie, marmalade, and maple syrup balanced by dried fruits, ginger, polished leather, tobacco, and resinous oak. One to sip and savor very slowly. (This whisky is much better than the last ultra-premium release, the Macallan 55 year old in the Lalique Decanter, and thousands of dollars less.)  
"
